INT	INT	STRING	STRING	STRING	INT	INT	INT	STRING	INT	
ID	RaceID	ModelFile	ShowName$1$	MaterialName	ÏûºÄÎïÆ·ID	ÏûºÄÎïÆ·ÊýÁ¿	ÊÇ·ñÔÚ³õÊ¼Ê±¿ÉÑ¡(0±íÊ¾ÓÎÏ·ÖÐ£¬³õÊ¼Ê±¶¼²»¿ÉÑ¡£¬1±íÊ¾Ö»ÓÐ³õÊ¼Ê±¿ÉÑ¡£¬2±íÊ¾Ö»ÓÐÔÚÓÎÏ·ÖÐ¿ÉÑ¡£¬3±íÊ¾ÓÎÏ·ÖÐ£¬³õÊ¼Ê±¶¼¿ÉÑ¡)	Í·ÏñµÄÍ¼±ê	ÏûºÄ½ðÇ®	
56	0	Å®Ö÷½ÇÍ··¢30.mesh	Phi bÕo phát	Å®Ö÷½ÇÍ··¢30	20307100	1	2	PeiFang_5	50000
57	1	ÄÐÖ÷½ÇÍ··¢30.mesh	Phi bÕo phát	ÄÐÖ÷½ÇÍ··¢30	20307100	1	2	PeiFang_5	50000
58	0	Å®Ö÷½ÇÍ··¢31.mesh	Lam vân phát	Å®Ö÷½ÇÍ··¢31	20307100	1	2	PeiFang_5	50000
59	1	ÄÐÖ÷½ÇÍ··¢31.mesh	Lam vân phát	ÄÐÖ÷½ÇÍ··¢31	20307100	1	2	PeiFang_5	50000
60	0	Å®Ö÷½ÇÍ··¢32.mesh	U±ng Cü Phát	Å®Ö÷½ÇÍ··¢32	20307100	1	2	PeiFang_5	50000
61	1	ÄÐÖ÷½ÇÍ··¢32.mesh	U±ng Cü Phát	ÄÐÖ÷½ÇÍ··¢32	20307100	1	2	PeiFang_5	50000
62	0	Å®Ö÷½ÇÍ··¢34.mesh	Cu°ng Lan Phát	Å®Ö÷½ÇÍ··¢34	20307100	1	2	PeiFang_5	50000
63	1	ÄÐÖ÷½ÇÍ··¢35.mesh	Cu°ng Lan Phát	ÄÐÖ÷½ÇÍ··¢35	20307100	1	2	PeiFang_5	50000
64	1	ÄÐÖ÷½ÇÍ··¢36a.mesh	U Liêm Phát	ÄÐÖ÷½ÇÍ··¢36a	20307100	1	2	PeiFang_5	50000
65	0	Å®Ö÷½ÇÍ··¢35.mesh	U Liêm Phát	Å®Ö÷½ÇÍ··¢35	20307100	1	2	PeiFang_5	50000
66	1	ÄÐÖ÷½ÇÍ·Æ¤01.mesh	Li­u Tr¥n Phát	ÄÐÖ÷½ÇÍ·Æ¤01	20307100	1	2	PeiFang_5	50000
67	0	Å®Ö÷½ÇÍ·Æ¤01.mesh	Li­u Tr¥n Phát	Å®Ö÷½ÇÍ·Æ¤01	20307100	1	2	PeiFang_5	50000
68	1	ÄÐÖ÷½ÇÍ··¢37.mesh	Th¤m Bàn Phát	ÄÐÖ÷½ÇÍ··¢37	20307100	1	2	PeiFang_5	50000
69	0	Å®Ö÷½ÇÍ··¢36.mesh	Th¤m Bàn Phát	Å®Ö÷½ÇÍ··¢36	20307100	1	2	PeiFang_5	50000
70	0	Å®Ö÷½ÇÍ··¢40.mesh	D§t Khinh Phát	Å®Ö÷½ÇÍ··¢40	20307100	1	2	PeiFang_5	50000
71	0	Å®Ö÷½ÇÍ··¢41.mesh	Nhß Nguy®t Phát	Å®Ö÷½ÇÍ··¢41	20307100	1	2	PeiFang_5	50000
72	1	ÄÐÖ÷½ÇÍ··¢38.mesh	D§t Khinh Phát	ÄÐÖ÷½ÇÍ··¢38	20307100	1	2	PeiFang_5	50000
73	1	ÄÐÖ÷½ÇÍ··¢41.mesh	Nhß Nguy®t Phát	ÄÐÖ÷½ÇÍ··¢41	20307100	1	2	PeiFang_5	50000
74	0	Å®Ö÷½ÇÍ··¢46.mesh	U Lß½ng Phát	Å®Ö÷½ÇÍ··¢46	20307100	1	2	PeiFang_5	50000
75	0	Å®Ö÷½ÇÍ··¢47.mesh	Anh Vû Phát	Å®Ö÷½ÇÍ··¢47	20307100	1	2	PeiFang_5	50000
76	1	ÄÐÖ÷½ÇÍ··¢45.mesh	Anh Vû Phát	ÄÐÖ÷½ÇÍ··¢45	20307100	1	2	PeiFang_5	50000
77	1	ÄÐÖ÷½ÇÍ··¢47.mesh	U Lß½ng Phát	ÄÐÖ÷½ÇÍ··¢47	20307100	1	2	PeiFang_5	50000
78	0	Å®Ö÷½ÇÍ··¢52.mesh	Vân Thüy Phát	Å®Ö÷½ÇÍ··¢52	20307100	1	2	PeiFang_5	50000
79	1	ÄÐÖ÷½ÇÍ··¢52.mesh	Vân Thüy Phát	ÄÐÖ÷½ÇÍ··¢52	20307100	1	2	PeiFang_5	50000
80	0	Å®Ö÷½ÇÍ··¢58.mesh	Tu¤n D§t Phát	Å®Ö÷½ÇÍ··¢58	20307100	1	2	PeiFang_5	50000
81	1	ÄÐÖ÷½ÇÍ··¢53.mesh	Tu¤n D§t Phát	ÄÐÖ÷½ÇÍ··¢53	20307100	1	2	PeiFang_5	50000
82	0	Å®Ö÷½ÇÍ··¢60.mesh	Liên Thành Phát	Å®Ö÷½ÇÍ··¢60	20307100	1	2	PeiFang_5	50000
83	1	ÄÐÖ÷½ÇÍ··¢44.mesh	Liên Thành Phát	ÄÐÖ÷½ÇÍ··¢44	20307100	1	2	PeiFang_5	50000
84	1	ÄÐÖ÷½Ç·¢ÐÍ58.mesh	Xung Vân Phát	ÄÐÖ÷½Ç·¢ÐÍ58	20307100	1	2	PeiFang_5	50000
85	0	Å®Ö÷½ÇÍ··¢61.mesh	Xung Vân Phát	Å®Ö÷½ÇÍ··¢61	20307100	1	2	PeiFang_5	50000
86	1	ÄÐÖ÷½ÇÍ··¢60.mesh	Tóc Kinh Vân	ÄÐÖ÷½ÇÍ··¢60	20307100	1	2	PeiFang_5	50000
87	0	Å®Ö÷½ÇÍ··¢62.mesh	Tóc Kinh Vân	Å®Ö÷½ÇÍ··¢62	20307100	1	2	PeiFang_5	50000
88	0	Å®Ö÷½ÇÍ··¢53.mesh	Tóc Hàm Ng÷c	Å®Ö÷½ÇÍ··¢53	20307100	1	0	PeiFang_5	50000
89	1	ÄÐÖ÷½ÇÍ··¢56.mesh	Tóc Hàm Ng÷c	ÄÐÖ÷½ÇÍ··¢56	20307100	1	0	PeiFang_5	50000
90	0	Å®Ö÷½ÇÍ··¢68.mesh	Tung Bay	Å®Ö÷½ÇÍ··¢68	20307100	1	2	PeiFang_5	50000
91	1	ÄÐÖ÷½ÇÍ··¢64.mesh	Tung Bay	ÄÐÖ÷½ÇÍ··¢64	20307100	1	2	PeiFang_5	50000
92	0	Å®Ö÷½ÇÍ··¢71.mesh	D¸u Dàng	Å®Ö÷½ÇÍ··¢71	20307100	1	2	PeiFang_5	50000
93	1	ÄÐÖ÷½ÇÍ··¢71.mesh	D¸u Dàng	ÄÐÖ÷½ÇÍ··¢71	20307100	1	2	PeiFang_5	50000
94	0	Å®Ö÷½ÇÍ··¢72.mesh	Cao Quý	Å®Ö÷½ÇÍ··¢72	20307100	1	2	PeiFang_5	50000
95	1	ÄÐÖ÷½ÇÍ··¢65.mesh	Cao Quý	ÄÐÖ÷½ÇÍ··¢65	20307100	1	2	PeiFang_5	50000
96	0	Å®Ö÷½ÇÍ··¢75.mesh	Ung Dung	Å®Ö÷½ÇÍ··¢75	20307100	1	2	PeiFang_5	50000
97	1	ÄÐÖ÷½ÇÍ··¢72.mesh	Ung Dung	ÄÐÖ÷½ÇÍ··¢72	20307100	1	2	PeiFang_5	50000
98	0	Å®Ö÷½ÇÍ··¢76.mesh	Tóc Tiên Tß	Å®Ö÷½ÇÍ··¢76	20307100	1	2	PeiFang_5	50000
99	1	ÄÐÖ÷½ÇÍ··¢67.mesh	Tóc Tiên Tß	ÄÐÖ÷½ÇÍ··¢67	20307100	1	2	PeiFang_5	50000
100	0	Å®Ö÷½ÇÍ··¢80.mesh	Tuy®t ÐÕi	Å®Ö÷½ÇÍ··¢80	20307100	1	2	PeiFang_5	50000
101	1	ÄÐÖ÷½ÇÍ··¢80.mesh	Tuy®t ÐÕi	ÄÐÖ÷½ÇÍ··¢80	20307100	1	2	PeiFang_5	50000
102	0	Å®Ö÷½ÇÍ··¢83.mesh	Ðµc Ðáo	Å®Ö÷½ÇÍ··¢83	20307100	1	2	PeiFang_5	50000
103	1	ÄÐÖ÷½ÇÍ··¢83.mesh	Ðµc Ðáo	ÄÐÖ÷½ÇÍ··¢83	20307100	1	2	PeiFang_5	50000
104	0	Å®Ö÷½ÇÍ··¢82.mesh	Hiên Ngang	Å®Ö÷½ÇÍ··¢82	20307100	1	2	PeiFang_5	50000
105	1	ÄÐÖ÷½ÇÍ··¢81.mesh	Hiên Ngang	ÄÐÖ÷½ÇÍ··¢81	20307100	1	2	PeiFang_5	50000
106	0	Å®Ö÷½ÇÍ··¢85.mesh	Thanh Tú	Å®Ö÷½ÇÍ··¢85	20307100	1	2	PeiFang_5	50000
107	1	ÄÐÖ÷½ÇÍ··¢84.mesh	Thanh Tú	ÄÐÖ÷½ÇÍ··¢84	20307100	1	2	PeiFang_5	50000
108	0	Å®Ö÷½ÇÍ··¢86.mesh	Anh Tß Phát	Å®Ö÷½ÇÍ··¢86	20307100	1	2	PeiFang_5	50000
109	1	ÄÐÖ÷½ÇÍ··¢86.mesh	Anh Tß Phát	ÄÐÖ÷½ÇÍ··¢86	20307100	1	2	PeiFang_5	50000
110	0	Å®Ö÷½ÇÍ··¢87.mesh	Quy¬n Vân Phát	Å®Ö÷½ÇÍ··¢87	20307100	1	2	PeiFang_5	50000
111	1	ÄÐÖ÷½ÇÍ··¢87.mesh	Quy¬n Vân Phát	ÄÐÖ÷½ÇÍ··¢87	20307100	1	2	PeiFang_5	50000
112	0	Å®Ö÷½ÇÍ··¢89.mesh	Dûng Lãng Phát	Å®Ö÷½ÇÍ··¢89	20307100	1	2	PeiFang_5	50000
113	1	ÄÐÖ÷½ÇÍ··¢89.mesh	Dûng Lãng Phát	ÄÐÖ÷½ÇÍ··¢89	20307100	1	2	PeiFang_5	50000
114	0	Å®Ö÷½ÇÍ··¢91.mesh	Nho Nhã	Å®Ö÷½ÇÍ··¢91	20307100	1	2	PeiFang_5	50000
115	1	ÄÐÖ÷½ÇÍ··¢91.mesh	Nho Nhã	ÄÐÖ÷½ÇÍ··¢91	20307100	1	2	PeiFang_5	50000
10001	0	Å®Ö÷½Ç¸ßÄ£Í··¢02.mesh	Du Tiên	Å®Ö÷½Ç¸ßÄ£Í··¢02	20307100	1	-1	PeiFang_5	50000
10005	1	ÄÐÖ÷½Ç¸ßÄ£Í··¢01.mesh	Lßu Vân	ÄÐÖ÷½Ç¸ßÄ£Í··¢01	20307100	1	-1	PeiFang_5	50000
10012	1	ÄÐÖ÷½Ç¸ßÄ£Í··¢03.mesh	B¤n Hoa	ÄÐÖ÷½Ç¸ßÄ£Í··¢03	20307100	1	-1	PeiFang_5	50000
10014	1	ÄÐÖ÷½Ç¸ßÄ£Í··¢02.mesh	Bäo C¦m	ÄÐÖ÷½Ç¸ßÄ£Í··¢02	20307100	1	-1	PeiFang_5	50000
10017	0	Å®Ö÷½Ç¸ßÄ£Í··¢08.mesh	B¤n Hoa	Å®Ö÷½Ç¸ßÄ£Í··¢08	20307100	1	-1	PeiFang_5	50000
10019	0	Å®Ö÷½Ç¸ßÄ£Í··¢17.mesh	Bäo C¦m	Å®Ö÷½Ç¸ßÄ£Í··¢17	20307100	1	-1	PeiFang_5	50000
